web-scraper-order,web-scraper-start-url,Type_habit,Prix,Adresse,Image_lien-src
"1739917822-1255","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfants","10 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2138403_uploaded_image1_1589887328.jpg"
"1739917822-1256","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","15 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2137750_uploaded_image1_1589880956.jpg"
"1739917822-1257","https://sn.coinafrique.com/categorie/vetements-enfants","Complet enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2136750_uploaded_image1_1589868547.jpg"
"1739917822-1258","https://sn.coinafrique.com/categorie/vetements-enfants","Polo enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2136746_uploaded_image1_1589868484.jpg"
"1739917822-1259","https://sn.coinafrique.com/categorie/vetements-enfants","Pantalon enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2136743_uploaded_image1_1589868445.jpg"
"1739917822-1260","https://sn.coinafrique.com/categorie/vetements-enfants","Complet enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2136740_uploaded_image1_1589868405.jpg"
"1739917822-1261","https://sn.coinafrique.com/categorie/vetements-enfants","Complet enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2136737_uploaded_image1_1589868371.jpg"
"1739917822-1262","https://sn.coinafrique.com/categorie/vetements-enfants","Complet enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2136726_uploaded_image1_1589868290.jpg"
"1739917822-1263","https://sn.coinafrique.com/categorie/vetements-enfants","Complet enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2136720_uploaded_image1_1589868244.jpg"
"1739917822-1264","https://sn.coinafrique.com/categorie/vetements-enfants","Complet enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2136716_uploaded_image1_1589868188.jpg"
"1739917822-1265","https://sn.coinafrique.com/categorie/vetements-enfants","Robe de cérémonie enfant","6 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135808_uploaded_image1_1589842052.jpg"
"1739917822-1266","https://sn.coinafrique.com/categorie/vetements-enfants","Robe de cérémonie enfant","10 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135575_uploaded_image1_1589839307.jpg"
"1739917822-1267","https://sn.coinafrique.com/categorie/vetements-enfants","Robe de cérémonie enfant","7 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135558_uploaded_image1_1589839068.jpg"
"1739917822-1268","https://sn.coinafrique.com/categorie/vetements-enfants","Robe de cérémonie enfant","7 500CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135538_uploaded_image1_1589838803.jpg"
"1739917822-1269","https://sn.coinafrique.com/categorie/vetements-enfants","Robe en coton enfant","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135504_uploaded_image1_1589838293.jpg"
"1739917822-1270","https://sn.coinafrique.com/categorie/vetements-enfants","Robes coton enfant","6 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135496_uploaded_image1_1589838190.jpg"
"1739917822-1271","https://sn.coinafrique.com/categorie/vetements-enfants","Robe en coton enfant","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135490_uploaded_image1_1589838120.jpg"
"1739917822-1272","https://sn.coinafrique.com/categorie/vetements-enfants","Robe en coton enfant","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135481_uploaded_image1_1589838043.jpg"
"1739917822-1273","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2135475_uploaded_image1_1589837962.jpg"
"1739917822-1274","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfants fait main","Prix sur demande","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2134538_uploaded_image1_1589822555.jpg"
"1739917822-1275","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","12 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2133600_uploaded_image1_1589810793.jpg"
"1739917822-1276","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble pantalon & tee-shirt","12 000CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2133467_uploaded_image1_1589808819.jpg"
"1739917822-1277","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfants","10 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2133033_uploaded_image1_1589804179.jpg"
"1739917822-1278","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble culotte","5 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2126589_uploaded_image1_1589696412.jpg"
"1739917822-1279","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2126541_uploaded_image1_1589695915.jpg"
"1739917822-1280","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","5 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2126532_uploaded_image1_1589695794.jpg"
"1739917822-1281","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements  enfant","5 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2126529_uploaded_image1_1589695742.jpg"
"1739917822-1282","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2126522_uploaded_image1_1589695660.jpg"
"1739917822-1283","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2125952_uploaded_image1_1589678069.jpg"
"1739917822-1284","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2125951_uploaded_image1_1589678021.jpg"
"1739917822-1285","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2125948_uploaded_image1_1589677959.jpg"
"1739917822-1286","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2125947_uploaded_image1_1589677921.jpg"
"1739917822-1287","https://sn.coinafrique.com/categorie/vetements-enfants","T-Shirt - Short","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2125943_uploaded_image1_1589677839.jpg"
"1739917822-1288","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2125892_uploaded_image1_1589676708.jpg"
"1739917822-1289","https://sn.coinafrique.com/categorie/vetements-enfants","T-shirts 100% coton","5 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2124862_uploaded_image1_1589655764.jpg"
"1739917822-1290","https://sn.coinafrique.com/categorie/vetements-enfants","Robes","8 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2122740_uploaded_image1_1589625434.jpg"
"1739917822-1291","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2121714_uploaded_image1_1589608443.jpg"
"1739917822-1292","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2121710_uploaded_image1_1589608406.jpg"
"1739917822-1293","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements pour enfants","5 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2121709_uploaded_image1_1589608369.jpg"
"1739917822-1294","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","5 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2121705_uploaded_image1_1589608320.jpg"
"1739917822-1295","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2120842_uploaded_image1_1589586119.jpg"
"1739917822-1296","https://sn.coinafrique.com/categorie/vetements-enfants","Pantalon pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2120840_uploaded_image1_1589586074.jpg"
"1739917822-1297","https://sn.coinafrique.com/categorie/vetements-enfants","Polo pour enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2120830_uploaded_image1_1589585958.jpg"
"1739917822-1298","https://sn.coinafrique.com/categorie/vetements-enfants","Robes","12 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2112935_uploaded_image1_1589474288.jpg"
"1739917822-1299","https://sn.coinafrique.com/categorie/vetements-enfants","Tenue traditionnelle","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2112761_uploaded_image1_1589472281.15.jpeg"
"1739917822-1300","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements  enfants","20 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2110260_uploaded_image1_1589447276.jpg"
"1739917822-1301","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","15 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2110256_uploaded_image1_1589447241.jpg"
"1739917822-1302","https://sn.coinafrique.com/categorie/vetements-enfants","Complet enfant","15 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2110252_uploaded_image1_1589447206.jpg"
"1739917822-1303","https://sn.coinafrique.com/categorie/vetements-enfants","World classe Vêtements enfants","40 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2109272_uploaded_image1_1589430115.jpg"
"1739917822-1304","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements pour enfants","25 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2102512_uploaded_image1_1589320644.jpg"
"1739917822-1305","https://sn.coinafrique.com/categorie/vetements-enfants","vêtements de classe pour bébé","16 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2099466_uploaded_image1_1589281936.jpg"
"1739917822-1306","https://sn.coinafrique.com/categorie/vetements-enfants","Caleçon pour enfants","7 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2097474_uploaded_image1_1589248311.jpg"
"1739917822-1307","https://sn.coinafrique.com/categorie/vetements-enfants","Robe","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_2096621_uploaded_image1_1589230804.07.jpeg"
"1739917822-1308","https://sn.coinafrique.com/categorie/vetements-enfants","Qamis pour petit","10 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2090969_uploaded_image1_1589145852.jpg"
"1739917822-1309","https://sn.coinafrique.com/categorie/vetements-enfants","Slip enfant","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2087466_uploaded_image1_1589080473.jpg"
"1739917822-1310","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé","2 500CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2087136_uploaded_image1_1589072240.jpg"
"1739917822-1311","https://sn.coinafrique.com/categorie/vetements-enfants","Tenu traditionnel enfant","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2075122_uploaded_image1_1588877022.18.jpeg"
"1739917822-1312","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble pour garçon","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2074826_uploaded_image1_1588873875.59.jpeg"
"1739917822-1313","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2068470_uploaded_image1_1588787535.jpg"
"1739917822-1314","https://sn.coinafrique.com/categorie/vetements-enfants","Tuniques enfant","20 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2066977_uploaded_image1_1588770353.jpg"
"1739917822-1315","https://sn.coinafrique.com/categorie/vetements-enfants","Transats pour bébé","40 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2059938_uploaded_image1_1588675266.74.jpeg"
"1739917822-1316","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfants","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2054142_uploaded_image1_1588591769.jpg"
"1739917822-1317","https://sn.coinafrique.com/categorie/vetements-enfants","Tuniques enfants","Prix sur demande","Sénégal","https://images.coinafrique.com/thumb_2051266_uploaded_image1_1588537693.14.jpeg"
"1739917822-1318","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2050296_uploaded_image1_1588522493.jpg"
"1739917822-1319","https://sn.coinafrique.com/categorie/vetements-enfants","Robes","15 000CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2045971_uploaded_image1_1588443944.jpg"
"1739917822-1320","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2044629_uploaded_image1_1588426459.jpg"
"1739917822-1321","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2044622_uploaded_image1_1588426381.jpg"
"1739917822-1322","https://sn.coinafrique.com/categorie/vetements-enfants","Robes enfant fait main","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2041432_uploaded_image1_1588364804.jpg"
"1739917822-1323","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2039586_uploaded_image1_1588336839.jpg"
"1739917822-1324","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2038808_uploaded_image1_1588327063.jpg"
"1739917822-1325","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2038784_uploaded_image1_1588326759.jpg"
"1739917822-1326","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","10 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2033828_uploaded_image1_1588247617.46.jpeg"
"1739917822-1327","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble bébé 5 pièces","8 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2033818_uploaded_image1_1588247504.65.jpeg"
"1739917822-1328","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2033801_uploaded_image1_1588247342.86.jpeg"
"1739917822-1329","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","7 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2033791_uploaded_image1_1588247233.69.jpeg"
"1739917822-1330","https://sn.coinafrique.com/categorie/vetements-enfants","Slip pour enfant","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2029473_uploaded_image1_1588177963.jpg"
"1739917822-1331","https://sn.coinafrique.com/categorie/vetements-enfants","Robe Enfants","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2025745_uploaded_image1_1588137671.jpg"
"1739917822-1332","https://sn.coinafrique.com/categorie/vetements-enfants","Robes enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2025042_uploaded_image1_1588113458.97.jpeg"
"1739917822-1333","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfants","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2021987_uploaded_image1_1588076836.jpg"
"1739917822-1334","https://sn.coinafrique.com/categorie/vetements-enfants","Robes pour enfants","15 000CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2017027_uploaded_image1_1587998836.jpg"
"1739917822-1335","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","2 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_2013703_uploaded_image1_1587951378.jpg"
"1739917822-1336","https://sn.coinafrique.com/categorie/vetements-enfants","Bonnets pour enfant","2 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2007169_uploaded_image1_1587822850.26.jpeg"
"1739917822-1337","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble avec bâ","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1998886_uploaded_image1_1587701271.jpg"
"1739917822-1338","https://sn.coinafrique.com/categorie/vetements-enfants","Bonnet pour bébé","2 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1998881_uploaded_image1_1587700554.jpg"
"1739917822-1339","https://sn.coinafrique.com/categorie/vetements-enfants","12 slips pour enfant","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1996790_uploaded_image1_1587662462.87.jpeg"
"1739917822-1340","https://sn.coinafrique.com/categorie/vetements-enfants","Couche culotte softcare","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1985053_uploaded_image1_1587488603.71.jpeg"
"1739917822-1341","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","Prix sur demande","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_1980838_uploaded_image1_1587422523.jpg"
"1739917822-1342","https://sn.coinafrique.com/categorie/vetements-enfants","Body Enfants Carters - Lot de 4","8 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_1975489_uploaded_image1_1587346902.19.jpeg"
"1739917822-1343","https://sn.coinafrique.com/categorie/vetements-enfants","Calçon pour enfant  original","5 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_1973167_uploaded_image1_1587307834.22.jpeg"
"1739917822-1344","https://sn.coinafrique.com/categorie/vetements-enfants","Slip pour enfant","8 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1959520_uploaded_image1_1587095120.04.jpeg"
"1739917822-1345","https://sn.coinafrique.com/categorie/vetements-enfants","Robes","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_1956418_uploaded_image1_1587046193.06.jpeg"
"1739917822-1346","https://sn.coinafrique.com/categorie/vetements-enfants","Robe bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1954347_uploaded_image1_1587028656.73.jpeg"
"1739917822-1347","https://sn.coinafrique.com/categorie/vetements-enfants","Robes","3 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1954333_uploaded_image1_1587028541.38.jpeg"
"1739917822-1348","https://sn.coinafrique.com/categorie/vetements-enfants","Caleçons enfant","8 500CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1953332_uploaded_image1_1587004946.87.jpeg"
"1739917822-1349","https://sn.coinafrique.com/categorie/vetements-enfants","Habits pour bébé","5 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1951656_uploaded_image1_1586970612.89.jpeg"
"1739917822-1350","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","7 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1951650_uploaded_image1_1586970504.87.jpeg"
"1739917822-1351","https://sn.coinafrique.com/categorie/vetements-enfants","Grenouillère bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1951637_uploaded_image1_1586970326.99.jpeg"
"1739917822-1352","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","5 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1951634_uploaded_image1_1586970221.31.jpeg"
"1739917822-1353","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble pour bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1943562_uploaded_image1_1586864768.03.jpeg"
"1739917822-1354","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","5 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1943553_uploaded_image1_1586864671.63.jpeg"
"1739917822-1355","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble bébé 1er âge a","2 500CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1943535_uploaded_image1_1586864377.03.jpeg"
"1739917822-1356","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","7 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1943528_uploaded_image1_1586864266.59.jpeg"
"1739917822-1357","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé","5 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_1936151_uploaded_image1_1586746366.57.png"
"1739917822-1358","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements pour bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1910628_uploaded_image1_1586307843.18.png"
"1739917822-1359","https://sn.coinafrique.com/categorie/vetements-enfants","Combishort enfant fille","6 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1910246_uploaded_image1_1586299028.11.png"
"1739917822-1360","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant garçon","8 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1910234_uploaded_image1_1586298807.14.png"
"1739917822-1361","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble 3 pièces bébé garçon","3 500CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1910194_uploaded_image1_1586298079.54.png"
"1739917822-1362","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble coton garçon","3 500CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1910169_uploaded_image1_1586297654.31.png"
"1739917822-1363","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble 8 pièces bébé","5 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1910155_uploaded_image1_1586297414.23.png"
"1739917822-1364","https://sn.coinafrique.com/categorie/vetements-enfants","Tenue de baptême / fille","7 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1906593_uploaded_image1_1586255067.65.png"
"1739917822-1365","https://sn.coinafrique.com/categorie/vetements-enfants","Robes bébé","4 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1906465_uploaded_image1_1586253537.07.png"
"1739917822-1366","https://sn.coinafrique.com/categorie/vetements-enfants","Robes bébé","4 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1906455_uploaded_image1_1586253454.8.png"
"1739917822-1367","https://sn.coinafrique.com/categorie/vetements-enfants","Tenue de baptême","7 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_1906387_uploaded_image1_1586252732.58.png"
"1739917822-1368","https://sn.coinafrique.com/categorie/vetements-enfants","Combinaison enfant","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1834624_uploaded_image1_1584951207.3.png"
"1739917822-1369","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble pantalon enfant","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1810071_uploaded_image1_1584488550.47.png"
"1739917822-1370","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble Vêtement Nike - enfant","Prix sur demande","Sicap-Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_1804137_uploaded_image1_1584391154.47.png"
"1739917822-1371","https://sn.coinafrique.com/categorie/vetements-enfants","Maillot enfant original","5 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_1803131_uploaded_image1_1584378734.55.png"
"1739917822-1372","https://sn.coinafrique.com/categorie/vetements-enfants","Pack de 5 barboteuses","6 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1797916_uploaded_image1_1584293987.81.png"
"1739917822-1373","https://sn.coinafrique.com/categorie/vetements-enfants","Sortie de bain bébé","9 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1797422_uploaded_image1_1584283247.52.png"
"1739917822-1374","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1790174_uploaded_image1_1584127258.73.png"
"1739917822-1375","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble bébé","5 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1790170_uploaded_image1_1584127134.2.png"
"1739917822-1376","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1790165_uploaded_image1_1584126923.36.png"
"1739917822-1377","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble bébé 6 mois","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_1790162_uploaded_image1_1584126824.65.png"
"1739917822-1378","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant fille","5 000CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_1784678_uploaded_image1_1584029251.42.png"
"1739917822-1379","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","10 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1784556_uploaded_image1_1584027610.0.png"
"1739917822-1380","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","10 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1784551_uploaded_image1_1584027560.51.png"
"1739917822-1381","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","10 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1784540_uploaded_image1_1584027470.41.png"
"1739917822-1382","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","10 000CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1784533_uploaded_image1_1584027397.68.png"
"1739917822-1383","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","5 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1783768_uploaded_image1_1584018577.34.png"
"1739917822-1384","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","5 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1773838_uploaded_image1_1583862932.13.png"
"1739917822-1385","https://sn.coinafrique.com/categorie/vetements-enfants","Boxer slip fille","3 500CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_1738625_uploaded_image1_1583250075.0.png"
