web-scraper-order,web-scraper-start-url,Type_habit,Prix,Adresse,Image_lien-src
"1739917822-1081","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements  enfant","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2410552_uploaded_image1_1594169465.jpg"
"1739917822-1082","https://sn.coinafrique.com/categorie/vetements-enfants","Robes  enfant","7 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2408739_uploaded_image1_1594145324.jpg"
"1739917822-1083","https://sn.coinafrique.com/categorie/vetements-enfants","Tenues enfant","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2406190_uploaded_image1_1594118891.jpg"
"1739917822-1084","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2406187_uploaded_image1_1594118848.jpg"
"1739917822-1085","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements  enfant","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2404463_uploaded_image1_1594080933.jpg"
"1739917822-1086","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements  enfant","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2404462_uploaded_image1_1594080885.jpg"
"1739917822-1087","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements  enfant","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2404457_uploaded_image1_1594080848.jpg"
"1739917822-1088","https://sn.coinafrique.com/categorie/vetements-enfants","Habits enfants","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2404455_uploaded_image1_1594080809.jpg"
"1739917822-1089","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements  enfant","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2404451_uploaded_image1_1594080760.jpg"
"1739917822-1090","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements  enfant","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2404448_uploaded_image1_1594080729.jpg"
"1739917822-1091","https://sn.coinafrique.com/categorie/vetements-enfants","Bambinerie","Prix sur demande","Geule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_2403473_uploaded_image1_1594066049.jpg"
"1739917822-1092","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","10 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2401256_uploaded_image1_1594041093.jpg"
"1739917822-1093","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements Enfants","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2398729_uploaded_image1_1593994370.jpg"
"1739917822-1094","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements Enfants","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2394791_uploaded_image1_1593908997.jpg"
"1739917822-1095","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2394790_uploaded_image1_1593908968.jpg"
"1739917822-1096","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2394789_uploaded_image1_1593908940.jpg"
"1739917822-1097","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements Enfants","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2394787_uploaded_image1_1593908893.jpg"
"1739917822-1098","https://sn.coinafrique.com/categorie/vetements-enfants","Crop top  / enfants","300CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_2393141_uploaded_image1_1593877001.jpg"
"1739917822-1099","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble bébé","4 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2393110_uploaded_image1_1593876568.jpg"
"1739917822-1100","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements  enfant","500CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_2391012_uploaded_image1_1593848227.jpg"
"1739917822-1101","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2390252_uploaded_image1_1593820266.jpg"
"1739917822-1102","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements Enfants","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2390249_uploaded_image2_1593820152.jpeg"
"1739917822-1103","https://sn.coinafrique.com/categorie/vetements-enfants","Pantalon pour enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2390242_uploaded_image1_1593820048.jpg"
"1739917822-1104","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfants","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2390222_uploaded_image1_1593819740.jpg"
"1739917822-1105","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements  enfant","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2385514_uploaded_image1_1593757178.jpg"
"1739917822-1106","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2385511_uploaded_image1_1593757128.jpg"
"1739917822-1107","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements  enfants","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2385507_uploaded_image1_1593757086.jpg"
"1739917822-1108","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements  enfant","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2385501_uploaded_image1_1593757023.jpg"
"1739917822-1109","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2385500_uploaded_image1_1593756984.jpg"
"1739917822-1110","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements  enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2385478_uploaded_image1_1593756723.jpg"
"1739917822-1111","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements  enfants","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2385474_uploaded_image1_1593756680.jpg"
"1739917822-1112","https://sn.coinafrique.com/categorie/vetements-enfants","Habits enfants","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2385470_uploaded_image1_1593756621.jpg"
"1739917822-1113","https://sn.coinafrique.com/categorie/vetements-enfants","Habits enfants","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2385466_uploaded_image1_1593756575.jpg"
"1739917822-1114","https://sn.coinafrique.com/categorie/vetements-enfants","Robes / enfants","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2385463_uploaded_image1_1593756545.jpg"
"1739917822-1115","https://sn.coinafrique.com/categorie/vetements-enfants","Habits enfants","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2385462_uploaded_image1_1593756505.jpg"
"1739917822-1116","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2384790_uploaded_image1_1593734738.jpg"
"1739917822-1117","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2384787_uploaded_image1_1593734705.jpg"
"1739917822-1118","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements - Enfants","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2384784_uploaded_image1_1593734669.jpg"
"1739917822-1119","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2384780_uploaded_image1_1593734638.jpg"
"1739917822-1120","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2384777_uploaded_image2_1593734610.jpeg"
"1739917822-1121","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements - Enfants","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2384771_uploaded_image1_1593734573.jpg"
"1739917822-1122","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble enfant","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2384768_uploaded_image3_1593734533.jpeg"
"1739917822-1123","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2384763_uploaded_image1_1593734473.jpg"
"1739917822-1124","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","4 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2383727_uploaded_image1_1593717954.jpg"
"1739917822-1125","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2383539_uploaded_image1_1593715653.jpg"
"1739917822-1126","https://sn.coinafrique.com/categorie/vetements-enfants","Habits enfants","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2383536_uploaded_image1_1593715625.jpg"
"1739917822-1127","https://sn.coinafrique.com/categorie/vetements-enfants","Habits enfants","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2383531_uploaded_image1_1593715580.jpg"
"1739917822-1128","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements  enfants","4 008CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2378597_uploaded_image1_1593640853.jpg"
"1739917822-1129","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","4 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2377763_uploaded_image1_1593627356.jpg"
"1739917822-1130","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","4 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2377756_uploaded_image1_1593627288.jpg"
"1739917822-1131","https://sn.coinafrique.com/categorie/vetements-enfants","Robe de princesse","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2377738_uploaded_image1_1593627059.jpg"
"1739917822-1132","https://sn.coinafrique.com/categorie/vetements-enfants","Robes de princesses","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2377730_uploaded_image3_1593626961.jpeg"
"1739917822-1133","https://sn.coinafrique.com/categorie/vetements-enfants","Robes enfants","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2377707_uploaded_image2_1593626715.jpeg"
"1739917822-1134","https://sn.coinafrique.com/categorie/vetements-enfants","Boubous en tissu   / enfants","3 500CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2377371_uploaded_image1_1593623429.jpg"
"1739917822-1135","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","3 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2377232_uploaded_image1_1593621705.jpg"
"1739917822-1136","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé","3 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2377227_uploaded_image1_1593621591.jpg"
"1739917822-1137","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements bébé","3 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2377213_uploaded_image1_1593621496.jpg"
"1739917822-1138","https://sn.coinafrique.com/categorie/vetements-enfants","Robes  enfant","4 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2370708_uploaded_image1_1593520384.jpg"
"1739917822-1139","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","7 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2367486_uploaded_image1_1593459784.jpg"
"1739917822-1140","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","7 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2367474_uploaded_image1_1593459542.jpg"
"1739917822-1141","https://sn.coinafrique.com/categorie/vetements-enfants","Robes enfants","3 500CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2363010_uploaded_image1_1593392012.jpg"
"1739917822-1142","https://sn.coinafrique.com/categorie/vetements-enfants","Tenue enfant","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2361651_uploaded_image1_1593372217.jpg"
"1739917822-1143","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2361645_uploaded_image1_1593372128.jpg"
"1739917822-1144","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtement enfant","6 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2357824_uploaded_image1_1593292674.jpg"
"1739917822-1145","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","2 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2357148_uploaded_image1_1593280075.jpg"
"1739917822-1146","https://sn.coinafrique.com/categorie/vetements-enfants","Slip ou boxer  / enfant","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2351705_uploaded_image1_1593186889.jpg"
"1739917822-1147","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfants","2 500CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2351688_uploaded_image1_1593186752.jpg"
"1739917822-1148","https://sn.coinafrique.com/categorie/vetements-enfants","Tenues enfants","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2348889_uploaded_image1_1593158545.jpg"
"1739917822-1149","https://sn.coinafrique.com/categorie/vetements-enfants","Boubous enfants","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2347925_uploaded_image1_1593131058.jpg"
"1739917822-1150","https://sn.coinafrique.com/categorie/vetements-enfants","Lot de 12 slips enfant","4 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2340835_uploaded_image1_1593021988.jpg"
"1739917822-1151","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble pour bébé","4 500CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2330464_uploaded_image1_1592871357.jpg"
"1739917822-1152","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements pour enfants","4 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2324483_uploaded_image1_1592784118.jpg"
"1739917822-1153","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements Pour enfants","4 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2324482_uploaded_image1_1592784086.jpg"
"1739917822-1154","https://sn.coinafrique.com/categorie/vetements-enfants","Bonnets / enfants","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2318253_uploaded_image1_1592661509.jpg"
"1739917822-1155","https://sn.coinafrique.com/categorie/vetements-enfants","Tenue pour enfant","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2317536_uploaded_image1_1592652455.jpg"
"1739917822-1156","https://sn.coinafrique.com/categorie/vetements-enfants","Tenue / enfant","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2317504_uploaded_image1_1592652130.jpg"
"1739917822-1157","https://sn.coinafrique.com/categorie/vetements-enfants","Tenue  pour enfant","20 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2317501_uploaded_image1_1592652081.jpg"
"1739917822-1158","https://sn.coinafrique.com/categorie/vetements-enfants","Robe enfant","15 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2313499_uploaded_image1_1592578354.jpg"
"1739917822-1159","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","6 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2310124_uploaded_image1_1592524519.jpg"
"1739917822-1160","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements - Enfants","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2310123_uploaded_image1_1592524489.jpg"
"1739917822-1161","https://sn.coinafrique.com/categorie/vetements-enfants","Vêtements enfant","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2310121_uploaded_image1_1592524462.jpg"
"1739917822-1162","https://sn.coinafrique.com/categorie/vetements-enfants","Chaussures Femmes","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2310057_uploaded_image1_1592523426.jpg"
"1739917822-1163","https://sn.coinafrique.com/categorie/vetements-enfants","Slips boxeur enfants / lot de  12","6 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2295755_uploaded_image1_1592329461.jpg"
"1739917822-1164","https://sn.coinafrique.com/categorie/vetements-enfants","Ensemble pyjama fille et garçon","6 000CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2274571_uploaded_image1_1591981803.jpg"
